city,local,co,no2,o3,pm10,pm25,so2
Varanasi,2020-10-27T18:15:00+05:30,190,19.55,9.8,292,98,4.7
Varanasi,2020-10-27T18:45:00+05:30,190,19.18,10.78,270,91,4.7
Varanasi,2020-10-27T19:00:00+05:30,190,20.3,10,270,91,4.7
Varanasi,2020-10-27T19:15:00+05:30,190,16.17,13.13,270,91,4.7
Varanasi,2020-10-27T19:45:00+05:30,190,18.61,9.6,387,147,4.7
Varanasi,2020-10-27T20:15:00+05:30,190,18.8,10.19,387,147,4.7
Varanasi,2020-10-27T20:45:00+05:30,190,17.86,7.45,351,138,4.7
Varanasi,2020-10-27T21:00:00+05:30,190,18.05,11.17,351,138,4.7
Varanasi,2020-10-27T21:15:00+05:30,190,18.99,8.43,351,138,4.7
Varanasi,2020-10-27T21:30:00+05:30,190,19.55,8.43,351,138,4.7
Varanasi,2020-10-27T22:30:00+05:30,190,21.62,6.27,367,138,4.7
Varanasi,2020-10-27T23:15:00+05:30,190,17.3,10.39,371,155,4.7
Varanasi,2020-10-28T01:30:00+05:30,190,17.86,10.78,297,155,4.7
Varanasi,2020-10-28T01:45:00+05:30,190,21.43,13.13,274,119,4.7
Varanasi,2020-10-28T02:00:00+05:30,190,18.61,10.19,274,119,4.7
Varanasi,2020-10-28T07:15:00+05:30,190,18.24,7.64,230,97,4.7
Varanasi,2020-10-28T07:45:00+05:30,190,19.74,12.15,258,99,4.7
Varanasi,2020-10-28T08:30:00+05:30,190,25.19,23.32,258,99,4.7
Varanasi,2020-10-28T12:00:00+05:30,190,22.94,23.32,233,99,4.7
Varanasi,2020-10-28T12:30:00+05:30,190,17.86,51.55,233,99,4.7
Varanasi,2020-10-28T13:30:00+05:30,190,19.36,73.7,187,99,4.7
Varanasi,2020-10-28T15:45:00+05:30,190,19.93,64.68,447,90,4.7
Varanasi,2020-10-28T16:15:00+05:30,190,18.05,65.66,447,90,4.7
Bahadurgarh ,2020-10-26T04:45:00+05:30,2060,36.95,3.04,538,249.8,12.38
Bahadurgarh ,2020-10-26T05:15:00+05:30,2250,38.28,3.02,430.8,252.2,12.6
Bahadurgarh ,2020-10-26T06:00:00+05:30,2430,34.69,4.04,415.9,252.6,13.19
Bahadurgarh ,2020-10-26T06:30:00+05:30,2290,35.17,3.38,414,256.4,13.97
Bahadurgarh ,2020-10-26T07:15:00+05:30,2580,31.74,3.58,347.3,252.1,13.75
Bahadurgarh ,2020-10-26T07:45:00+05:30,2960,35.21,5.52,338,251.5,15.37
Bahadurgarh ,2020-10-26T09:30:00+05:30,1510,114.8,61.69,326,252,21.48
Bahadurgarh ,2020-10-26T19:15:00+05:30,1110,114.22,44.19,212.4,99.5,9.08
Bahadurgarh ,2020-10-26T19:45:00+05:30,1160,103.2,49.84,213.3,100.7,11.1
Bahadurgarh ,2020-10-26T20:00:00+05:30,1150,112.26,48.93,213.3,100.7,11.41
Bahadurgarh ,2020-10-26T20:45:00+05:30,1040,102.71,56.13,207.8,107.4,9.46
Bahadurgarh ,2020-10-26T22:00:00+05:30,990,86.66,70.1,216.1,108.7,16.73
Bahadurgarh ,2020-10-26T23:00:00+05:30,1260,78.02,53.77,252.3,133.8,24.66
Bahadurgarh ,2020-10-27T00:30:00+05:30,1160,72.36,53.7,260.8,175.3,12.14
Bahadurgarh ,2020-10-27T01:15:00+05:30,1200,73.25,50.8,250.7,176.5,10.89
Bahadurgarh ,2020-10-27T01:30:00+05:30,1200,61.53,49.44,249.3,176.6,9.14
Bahadurgarh ,2020-10-27T03:30:00+05:30,1230,83.46,5.8,229.5,194.7,8.72
Bahadurgarh ,2020-10-27T04:15:00+05:30,1190,79.59,5.41,238.3,205.5,8.51
Bahadurgarh ,2020-10-27T05:15:00+05:30,1180,81.82,3.86,230.6,201.7,13.88
Bahadurgarh ,2020-10-27T06:15:00+05:30,1410,80.06,5.45,232.5,198,11.99
Bahadurgarh ,2020-10-27T08:00:00+05:30,1690,87.62,7.58,228.1,202.2,9.92
Bahadurgarh ,2020-10-27T11:30:00+05:30,1060,61.18,129.82,263.4,217.6,330.18
Bahadurgarh ,2020-10-27T12:30:00+05:30,780,49.53,131.5,251.4,206.4,329.51
Bahadurgarh ,2020-10-27T13:15:00+05:30,550,39.32,112.43,227.7,173.7,7.34
Bahadurgarh ,2020-10-27T18:15:00+05:30,990,86.35,37.67,138.3,61.6,13.01
Bahadurgarh ,2020-10-27T18:45:00+05:30,1150,89.98,27.51,143.2,62,12.56
Bahadurgarh ,2020-10-27T19:00:00+05:30,1350,100.93,18.25,143.2,62,11.74
Bahadurgarh ,2020-10-27T19:15:00+05:30,1810,101.77,12.96,174.4,84,14.55
Bahadurgarh ,2020-10-27T19:45:00+05:30,1650,116.01,5.66,178.7,87.1,25.78
Bahadurgarh ,2020-10-27T20:15:00+05:30,1670,115.34,6.43,240,119.9,27.7
Bahadurgarh ,2020-10-27T20:45:00+05:30,1610,108.24,7.62,248.6,124.5,14.4
Bahadurgarh ,2020-10-27T21:00:00+05:30,1660,110.57,6.45,248.6,124.5,13.27
Bahadurgarh ,2020-10-27T21:15:00+05:30,1770,112.28,6.94,251.1,135.3,11.69
Bahadurgarh ,2020-10-27T21:30:00+05:30,1780,105.91,7.09,251.5,136.8,17.32
Bahadurgarh ,2020-10-27T22:30:00+05:30,1170,76.09,28.19,246.9,150.4,8.62
Bahadurgarh ,2020-10-27T23:15:00+05:30,1140,85.32,25.59,236.9,145.4,13.07
Bahadurgarh ,2020-10-28T00:45:00+05:30,1490,98.29,3.49,249.9,152.6,8.83
Bahadurgarh ,2020-10-28T01:00:00+05:30,1660,98.34,3.44,249.9,152.6,7.49
Bahadurgarh ,2020-10-28T01:30:00+05:30,1550,91.2,3.61,269.4,166.1,7.19
Bahadurgarh ,2020-10-28T01:45:00+05:30,1550,80.39,3.77,269.4,166.1,6.94
Bahadurgarh ,2020-10-28T02:00:00+05:30,1570,81.47,3.77,269.4,166.1,6.56
Bahadurgarh ,2020-10-28T02:15:00+05:30,1630,82.37,3.92,231.9,150.2,7.74
Bahadurgarh ,2020-10-28T02:30:00+05:30,1770,79.52,3.65,226.7,148,8.41
Bahadurgarh ,2020-10-28T03:00:00+05:30,1280,86.48,3.07,226.7,148,17.83
Bahadurgarh ,2020-10-28T03:30:00+05:30,1150,78.02,3.01,264.6,152.6,15.9
Bahadurgarh ,2020-10-28T05:45:00+05:30,1200,70.36,4.28,229.9,153.3,11.69
Bahadurgarh ,2020-10-28T07:00:00+05:30,1090,72.74,3.8,203.5,148.4,17.76
Bahadurgarh ,2020-10-28T07:45:00+05:30,1180,77.98,4.66,250,154.8,12.04
Bahadurgarh ,2020-10-28T10:30:00+05:30,1120,72.73,60.69,264,167.3,17.03
Bahadurgarh ,2020-10-28T11:45:00+05:30,0,0,0,0,0,0
Bahadurgarh ,2020-10-28T12:00:00+05:30,840,16.34,110.48,257.2,192.6,14.89
Bahadurgarh ,2020-10-28T12:30:00+05:30,820,17.6,126.89,233.4,174.9,17.44
Bahadurgarh ,2020-10-28T13:15:00+05:30,890,17.12,141.83,209,164.9,18.22
Bahadurgarh ,2020-10-28T13:30:00+05:30,870,16.14,142.85,205.6,163.5,20.02
Bahadurgarh ,2020-10-28T15:30:00+05:30,850,14.91,119.34,193.2,138,13
Bahadurgarh ,2020-10-28T16:45:00+05:30,1240,61.37,76.74,198.7,147.8,11.82
Asansol,2020-10-26T05:00:00+05:30,1130,28.54,8.42,132.74,70.8,5.32
Asansol,2020-10-26T05:45:00+05:30,1100,27.77,8.09,134.78,72.1,4.88
Asansol,2020-10-26T06:00:00+05:30,660,26.92,7.84,131.74,70.9,4.81
Asansol,2020-10-26T06:30:00+05:30,990,26.83,9.65,125.66,68.5,4.84
Asansol,2020-10-26T07:00:00+05:30,1050,26.55,9.75,129.51,71.09,5.37
Asansol,2020-10-26T07:30:00+05:30,1150,27.84,13.64,137.21,76.27,6.07
Asansol,2020-10-26T09:15:00+05:30,1030,23.42,59.05,154.39,84.34,17.23
Asansol,2020-10-26T12:00:00+05:30,270,28.81,45.73,138.83,78.62,6.24
Asansol,2020-10-26T19:00:00+05:30,690,35.8,23.3,95.06,46.98,6.54
Asansol,2020-10-26T19:30:00+05:30,720,41.31,17.57,99.17,51.53,6.99
Asansol,2020-10-26T20:00:00+05:30,560,46.3,12.81,103.05,53.47,4.8
Asansol,2020-10-26T20:45:00+05:30,980,52.76,7.92,110.8,57.35,5.24
Asansol,2020-10-26T21:45:00+05:30,940,46.87,11.95,151.11,75.62,5.33
Asansol,2020-10-26T22:45:00+05:30,970,45.33,6.02,154.68,74.81,6.08
Asansol,2020-10-27T00:15:00+05:30,860,32.72,11.59,166.38,82.65,6.58
Asansol,2020-10-27T01:00:00+05:30,920,28.02,12.39,162.08,82.78,6.65
Asansol,2020-10-27T01:15:00+05:30,920,27.22,13.31,153.48,83.03,6.58
Asansol,2020-10-27T03:15:00+05:30,690,24.45,15.69,130.31,67.77,5.46
Asansol,2020-10-27T04:00:00+05:30,340,26.06,16.5,127.97,66.08,4.92
Asansol,2020-10-27T05:15:00+05:30,600,28.12,18.28,112.06,59.58,4.84
Asansol,2020-10-27T06:00:00+05:30,450,26.7,8.44,113.79,61.68,4.7
Asansol,2020-10-27T07:45:00+05:30,1110,27.76,14.44,124.87,72.93,11.31
Asansol,2020-10-27T11:15:00+05:30,520,25.67,2.4,145.46,92.94,3.35
Asansol,2020-10-27T12:15:00+05:30,300,35.87,323.76,0,0,93.88
Asansol,2020-10-27T13:00:00+05:30,4940,27.86,48.77,107.79,25.26,2.75
Asansol,2020-10-27T18:00:00+05:30,360,42.78,24.05,88.07,41.16,4.68
Asansol,2020-10-27T18:30:00+05:30,600,40.51,23.95,99.87,44.49,5.83
Asansol,2020-10-27T18:45:00+05:30,650,37.63,25.33,99.87,44.49,5.97
Asansol,2020-10-27T19:00:00+05:30,630,36.26,24.68,108.54,45.36,6.09
Asansol,2020-10-27T19:15:00+05:30,620,36.24,19,122.84,46.71,4.89
Asansol,2020-10-27T20:15:00+05:30,610,40,19.46,122.2,52.87,5.28
Asansol,2020-10-27T20:30:00+05:30,650,41.36,18.26,122.2,52.87,5.83
Asansol,2020-10-27T20:45:00+05:30,650,42.22,20.03,122.2,52.87,5.85
Asansol,2020-10-27T21:00:00+05:30,650,43.97,15.94,129.66,57.01,5.92
Asansol,2020-10-27T21:15:00+05:30,670,42.23,16.17,141.38,63.53,5.54
Asansol,2020-10-27T21:45:00+05:30,750,38.12,13.81,141.38,63.53,5.45
Asansol,2020-10-27T23:15:00+05:30,870,41.99,5.1,155.02,73.37,17.36
Asansol,2020-10-28T00:45:00+05:30,730,31.19,14.15,154.7,82.54,10.09
Asansol,2020-10-28T01:30:00+05:30,720,30.61,22.17,140.92,76.07,13.86
Asansol,2020-10-28T02:45:00+05:30,660,25.4,24,134.81,75.25,10.7
Asansol,2020-10-28T03:15:00+05:30,670,27.83,21.93,133.47,67.56,5.89
Asansol,2020-10-28T05:45:00+05:30,1040,32.75,4.87,121.05,68.35,5.38
Asansol,2020-10-28T11:00:00+05:30,640,24.16,54.34,175.91,96.81,4.98
Asansol,2020-10-28T11:30:00+05:30,570,1.91,58.67,166.59,81.86,4.05
Asansol,2020-10-28T12:00:00+05:30,160,0,55,158.79,80.8,4.99
Asansol,2020-10-28T12:45:00+05:30,390,0,58.76,145.94,79.07,4.27
Asansol,2020-10-28T15:45:00+05:30,400,18.05,52.1,103.11,52.4,4.4
Udaipur,2020-10-26T04:30:00+05:30,100,21.52,9.3,54.2,22.4,4.77
Udaipur,2020-10-26T05:00:00+05:30,170,26.46,9.35,55.3,32,12.67
Udaipur,2020-10-26T05:45:00+05:30,190,26.82,6.59,55.2,32.3,10.45
Udaipur,2020-10-26T06:00:00+05:30,190,27.95,11.91,49.4,27.9,11.07
Udaipur,2020-10-26T06:30:00+05:30,190,1.16,7.74,49.4,27.8,12.26
Udaipur,2020-10-26T07:00:00+05:30,190,3.93,7.52,53.5,23.6,13.73
Udaipur,2020-10-26T07:30:00+05:30,190,1.45,11.22,53.5,23.6,14.05
Udaipur,2020-10-26T08:45:00+05:30,490,1.78,22.72,57.8,21.8,3.42
Udaipur,2020-10-26T09:30:00+05:30,450,1.65,26.75,81.2,27.3,11.55
Udaipur,2020-10-26T12:00:00+05:30,420,19.05,45.02,52.2,20.9,1.5
Udaipur,2020-10-26T19:00:00+05:30,840,43.51,24.55,117,44.4,7.15
Udaipur,2020-10-26T19:30:00+05:30,770,24.71,32.09,117,44.9,4.53
Udaipur,2020-10-26T20:00:00+05:30,700,23.94,30.99,85.5,33.6,5.88
Udaipur,2020-10-26T20:15:00+05:30,1050,34.96,19.5,85.1,33.3,5.52
Udaipur,2020-10-26T20:45:00+05:30,1030,35.04,23.64,85.1,33.4,5.32
Udaipur,2020-10-26T21:45:00+05:30,1500,44.94,13.16,86.3,35.4,5.79
Udaipur,2020-10-26T22:45:00+05:30,580,33.09,21.6,90.9,29.1,11.44
Udaipur,2020-10-27T00:15:00+05:30,460,16.42,24.18,83.6,33.3,5.55
Udaipur,2020-10-27T01:00:00+05:30,400,11.32,35.76,85.4,22.4,5.25
Udaipur,2020-10-27T01:15:00+05:30,300,12.21,27.89,85.4,22.4,5.71
Udaipur,2020-10-27T03:15:00+05:30,370,8.97,21.32,52.9,24.2,4.98
Udaipur,2020-10-27T04:00:00+05:30,540,10.79,29.14,53.9,20.1,6.58
Udaipur,2020-10-27T05:00:00+05:30,500,10.82,29.12,54.9,38,6.6
Udaipur,2020-10-27T06:00:00+05:30,470,21.04,16.71,71.4,24.2,6.99
Udaipur,2020-10-27T07:45:00+05:30,1120,20.94,12.13,100.9,46.6,7.51
Udaipur,2020-10-27T11:00:00+05:30,570,17.27,71.34,155.7,45.2,4.71
Udaipur,2020-10-27T11:15:00+05:30,830,17.74,67.61,155.6,45.2,1.83
Udaipur,2020-10-27T12:15:00+05:30,550,15.69,81.61,109.9,45.9,4.51
Udaipur,2020-10-27T13:00:00+05:30,1310,37.05,68.21,98.8,32.8,4.77
Udaipur,2020-10-27T17:45:00+05:30,1330,47.27,42.21,91.2,53.2,8.45
Udaipur,2020-10-27T18:30:00+05:30,1900,60.77,22.83,104.7,54.6,3.91
Udaipur,2020-10-27T18:45:00+05:30,2410,74.66,16.19,105.6,54.5,4.79
Udaipur,2020-10-27T19:00:00+05:30,1070,71.93,23,125.1,53.2,13.44
Udaipur,2020-10-27T19:30:00+05:30,1510,59.13,21.47,125.1,53.2,13.41
Udaipur,2020-10-27T20:15:00+05:30,2660,76.12,9.57,137.7,57.2,13.72
Udaipur,2020-10-27T20:30:00+05:30,2920,80.76,10.59,137.7,57.2,14.02
Udaipur,2020-10-27T20:45:00+05:30,1790,64.75,16.15,137.7,57.2,18.02
Udaipur,2020-10-27T21:00:00+05:30,1590,61.37,4.95,143,46.3,15.09
Udaipur,2020-10-27T21:15:00+05:30,2000,71.47,11.17,143.1,46.1,15.35
Udaipur,2020-10-27T22:15:00+05:30,1940,62.51,8.36,155.7,52.8,13.49
Udaipur,2020-10-27T23:00:00+05:30,860,42.02,19.94,170.1,54.3,14.92
Udaipur,2020-10-28T00:45:00+05:30,280,24.67,44.32,147.5,44.2,20.07
Udaipur,2020-10-28T02:45:00+05:30,520,16.82,36.34,103.1,50.4,14.48
Udaipur,2020-10-28T03:15:00+05:30,470,20.53,34.69,99.7,42.6,15.6
Udaipur,2020-10-28T07:30:00+05:30,730,31.02,28.09,82.2,43.3,15.82
Udaipur,2020-10-28T15:30:00+05:30,740,0.53,78.7,113.9,40.3,20.15
Delhi,2020-10-26T05:15:00+05:30,3200,0.53,78.7,421,40.3,20.15
Delhi,2020-10-26T05:30:00+05:30,3200,38.6,23.5,421,290,19.1
Delhi,2020-10-26T05:45:00+05:30,3000,33.9,18.6,425,290,19.8
Delhi,2020-10-26T06:15:00+05:30,3300,39.4,16.7,425,290,18.8
Delhi,2020-10-26T07:00:00+05:30,3300,38,17.4,392,265,20.1
Delhi,2020-10-26T07:15:00+05:30,3300,44.3,16.2,392,265,19.3
Delhi,2020-10-26T08:15:00+05:30,3300,44.3,16.2,392,274,19.3
Delhi,2020-10-26T09:15:00+05:30,600,46.1,12.4,589,274,37.4
Delhi,2020-10-26T12:00:00+05:30,2200,65,86.1,565,266,30.8
Delhi,2020-10-26T18:45:00+05:30,1800,64.7,6.8,381,123,21.8
Delhi,2020-10-26T19:15:00+05:30,1600,52.6,11.5,381,123,17.9
Delhi,2020-10-26T19:45:00+05:30,1600,55.2,8.3,331,135,20
Delhi,2020-10-26T20:00:00+05:30,1900,55.3,5.7,331,135,20.6
Delhi,2020-10-26T20:15:00+05:30,2200,62.8,5.1,331,135,20.7
Delhi,2020-10-26T21:15:00+05:30,1800,62.8,5.1,317,135,20.7
Delhi,2020-10-26T21:30:00+05:30,1800,56.3,5.8,317,162,19.4
Delhi,2020-10-26T22:15:00+05:30,1500,56.3,5.8,301,162,19.4
Delhi,2020-10-26T22:30:00+05:30,1500,52,9.8,301,189,18.3
Delhi,2020-10-27T00:00:00+05:30,1100,38,14.5,366,246,18.5
Delhi,2020-10-27T00:30:00+05:30,1100,38,20.1,366,246,18.5
Delhi,2020-10-27T00:45:00+05:30,1200,30.7,20.1,365,254,18.3
Delhi,2020-10-27T01:00:00+05:30,1200,34.5,20.1,365,254,18.4
Delhi,2020-10-27T03:00:00+05:30,1100,30,23.4,357,273,17.5
Delhi,2020-10-27T03:45:00+05:30,1100,37.8,10.7,327,259,17.9
Delhi,2020-10-27T05:00:00+05:30,1200,33.2,8.5,335,266,17.8
Delhi,2020-10-27T06:00:00+05:30,1100,38.1,7.4,351,268,18.2
Delhi,2020-10-27T07:15:00+05:30,1100,38.1,7.4,353,268,17
Delhi,2020-10-27T07:30:00+05:30,1100,35.5,11,353,239,17
Delhi,2020-10-27T11:00:00+05:30,800,38.4,70.2,332,188,32.8
Delhi,2020-10-27T12:00:00+05:30,600,31.4,73.4,327,172,32.1
Delhi,2020-10-27T12:45:00+05:30,800,25.5,68.2,243,113,25.7
Delhi,2020-10-27T17:45:00+05:30,1400,56.1,5,228,75,17.7
Delhi,2020-10-27T18:15:00+05:30,1800,63.1,4.2,228,75,18.4
Delhi,2020-10-27T18:30:00+05:30,1800,59.7,4.7,228,91,19.5
Delhi,2020-10-27T18:45:00+05:30,2100,61.3,4.2,252,91,19.7
Delhi,2020-10-27T19:15:00+05:30,2700,58.8,3.9,252,91,22.1
Delhi,2020-10-27T20:00:00+05:30,3500,62.7,3.8,326,132,20.9
Delhi,2020-10-27T20:15:00+05:30,3100,55.4,4.1,326,132,21.5
Delhi,2020-10-27T20:30:00+05:30,3100,59.7,4.2,326,149,22.7
Delhi,2020-10-27T20:45:00+05:30,3000,60.3,3.9,348,149,22.9
Delhi,2020-10-27T21:00:00+05:30,3000,59.9,4.2,348,149,24.1
Delhi,2020-10-27T22:00:00+05:30,2000,60.7,4.4,355,172,26.3
Delhi,2020-10-27T23:00:00+05:30,2000,63.2,3.9,368,188,25.4
Delhi,2020-10-28T00:15:00+05:30,1900,52.6,3.9,332,185,21.2
Delhi,2020-10-28T00:30:00+05:30,1900,49.5,4.3,332,166,20.7
Delhi,2020-10-28T01:15:00+05:30,1600,49.5,4.3,332,166,20.7
Delhi,2020-10-28T02:00:00+05:30,1600,49.5,4.5,246,141,20.7
Delhi,2020-10-28T02:15:00+05:30,1600,49.5,4.5,246,141,20.7
Delhi,2020-10-28T02:30:00+05:30,1600,45.9,4.6,246,133,16.3
Delhi,2020-10-28T03:00:00+05:30,1200,48.3,4.2,224,133,17.7
Delhi,2020-10-28T05:15:00+05:30,900,45.2,4.9,306,215,16.1
Delhi,2020-10-28T10:45:00+05:30,1300,62.7,42.5,458,256,32.3
Delhi,2020-10-28T11:00:00+05:30,1200,59.3,51.2,458,256,31.6
Delhi,2020-10-28T11:15:00+05:30,1000,54.4,61.4,458,256,30.7
Delhi,2020-10-28T12:00:00+05:30,900,51.4,78.6,388,213,31.1
Delhi,2020-10-28T12:45:00+05:30,800,46.5,102.1,355,183,30.1
Delhi,2020-10-28T14:45:00+05:30,800,34,102.1,355,183,30.1
Delhi,2020-10-28T15:15:00+05:30,900,34,77.5,289,168,27.1
Delhi,2020-10-28T16:15:00+05:30,700,36.4,56.9,245,144,24
Delhi,2020-10-26T04:45:00+05:30,1410,22.95,20.05,189.49,121.93,24
Delhi,2020-10-26T05:00:00+05:30,1380,21.24,15.11,194.23,120.51,24
Delhi,2020-10-26T05:15:00+05:30,1410,33.1,7.77,206.95,121.17,24
Delhi,2020-10-26T05:30:00+05:30,1430,30.59,5.93,219.53,126.48,24
Delhi,2020-10-26T06:15:00+05:30,1420,34.71,4.65,217.67,125.99,24
Delhi,2020-10-26T06:30:00+05:30,1430,36.44,4.9,216.74,125.33,24
Delhi,2020-10-26T06:45:00+05:30,1510,39.14,6.24,217.67,121.02,24
Delhi,2020-10-26T07:00:00+05:30,1440,39.87,6.1,226.19,129.73,24
Delhi,2020-10-26T07:30:00+05:30,1340,20.69,13.06,229.92,140.05,24
Delhi,2020-10-26T08:00:00+05:30,1310,21.81,18.26,218.52,117.04,24
Delhi,2020-10-26T09:15:00+05:30,1510,45.63,26.17,269.09,142.87,24
Delhi,2020-10-26T09:45:00+05:30,1590,50.8,26.94,341.31,153.33,24
Delhi,2020-10-26T10:15:00+05:30,1510,32.47,44.94,388.22,229.85,24
Delhi,2020-10-26T11:15:00+05:30,1410,23.35,66.22,301.44,193.67,24
Delhi,2020-10-26T12:30:00+05:30,1350,29,76.85,252.98,165.35,24
Delhi,2020-10-26T19:00:00+05:30,1080,42.98,11.88,181.6,66.48,24
Delhi,2020-10-26T19:30:00+05:30,1110,48.4,7.79,197.84,59.43,24
Delhi,2020-10-26T20:00:00+05:30,1170,50.15,5.37,197.45,80.58,24
Delhi,2020-10-26T20:30:00+05:30,1260,52.01,5.34,204.79,83.83,24
Delhi,2020-10-26T20:45:00+05:30,1330,54.02,5.74,220.7,90.09,24
Delhi,2020-10-26T21:00:00+05:30,1360,52.54,5.55,254.26,106.53,24
Delhi,2020-10-26T22:15:00+05:30,1270,41.74,9.65,235.2,123.67,24
Delhi,2020-10-26T23:00:00+05:30,1250,27.32,17.75,205.32,107.49,24
Delhi,2020-10-26T23:15:00+05:30,1250,25.27,19.29,225.58,118.51,24
Delhi,2020-10-27T00:45:00+05:30,1360,25.35,12.11,310.86,202.08,24
Delhi,2020-10-27T01:00:00+05:30,1360,17.78,16.75,319.96,228.29,24
Delhi,2020-10-27T01:15:00+05:30,1360,20.07,15.26,317.49,239.35,24
Delhi,2020-10-27T01:45:00+05:30,1360,21.44,13.94,303.93,218.51,24
Delhi,2020-10-27T03:45:00+05:30,1310,19.34,13.51,304.34,213.49,24
Delhi,2020-10-27T04:30:00+05:30,1280,18.11,14.3,314.89,192.71,24
Delhi,2020-10-27T05:00:00+05:30,1290,18.88,13.71,333.48,213.74,24
Delhi,2020-10-27T05:30:00+05:30,1300,22.14,10.38,306.01,191.12,24
Delhi,2020-10-27T06:30:00+05:30,1280,17.48,11.69,290.33,189.37,24
Delhi,2020-10-27T07:00:00+05:30,1280,16.8,13.35,294.35,208.45,24
Delhi,2020-10-27T07:15:00+05:30,1280,17.15,13.18,285.82,221.72,24
Delhi,2020-10-27T08:15:00+05:30,1310,18.65,18.69,306.87,221.75,24
Delhi,2020-10-27T10:15:00+05:30,1260,15.87,41.21,283.09,170.78,24
Delhi,2020-10-27T10:30:00+05:30,1250,14.49,44.18,284.61,175.6,24
Delhi,2020-10-27T10:45:00+05:30,1230,13.61,45.69,287.43,164.74,24
Delhi,2020-10-27T11:30:00+05:30,920,13.72,46.27,272.63,149.84,24
Delhi,2020-10-27T11:45:00+05:30,940,14.01,3.25,265.97,155.51,24
Delhi,2020-10-27T12:00:00+05:30,890,12.53,4.22,268.93,156.37,24
Delhi,2020-10-27T12:45:00+05:30,820,10.92,90.07,260.18,155.19,24
Delhi,2020-10-27T13:15:00+05:30,700,9.84,95.54,243.87,145.86,24
Delhi,2020-10-27T13:30:00+05:30,660,7.87,57.38,223.36,145.35,24
Delhi,2020-10-27T18:15:00+05:30,670,14.62,35.91,133.72,62.31,24
Delhi,2020-10-27T19:00:00+05:30,720,25,22.76,137.88,59.07,24
Delhi,2020-10-27T19:15:00+05:30,720,27.14,22.07,132.2,56.77,24
Delhi,2020-10-27T20:30:00+05:30,1010,53.65,6.24,184.03,87.97,24
Delhi,2020-10-27T21:00:00+05:30,1030,48.01,5.95,231.71,108.87,24
Delhi,2020-10-27T21:30:00+05:30,1040,36.2,13.46,191.22,91.72,24
Delhi,2020-10-27T21:45:00+05:30,1090,47.26,7.44,167.34,72.89,24
Delhi,2020-10-27T22:45:00+05:30,1400,53.84,5.45,226.63,91.59,24
Delhi,2020-10-27T23:30:00+05:30,1520,54.89,5.05,232.85,100.68,24
Delhi,2020-10-28T01:00:00+05:30,1400,43.94,6.27,211.42,124.84,24
Delhi,2020-10-28T01:15:00+05:30,1460,46.47,6.19,199.98,103.52,24
Delhi,2020-10-28T01:30:00+05:30,1480,43.73,5.99,206.27,101.9,24
Delhi,2020-10-28T01:45:00+05:30,1490,43.07,5.99,215.23,112.95,24
Delhi,2020-10-28T02:00:00+05:30,1510,42.62,5.8,227.84,127.96,24
Delhi,2020-10-28T02:15:00+05:30,1540,42.68,5.8,237.38,135.26,24
Delhi,2020-10-28T02:30:00+05:30,1540,40.53,5.62,259.06,145.63,24
Delhi,2020-10-28T02:45:00+05:30,1550,39.42,6.14,278.3,149.29,24
Delhi,2020-10-28T03:15:00+05:30,1470,37.45,5.05,287.37,177.76,24
Delhi,2020-10-28T03:30:00+05:30,1460,37.66,5.78,274.78,177.6,24
Delhi,2020-10-28T03:45:00+05:30,1480,37.34,5.57,268.48,172.16,24
Delhi,2020-10-28T06:00:00+05:30,1560,37.26,5.41,262.09,129.89,24
Delhi,2020-10-28T06:30:00+05:30,1430,37.13,5.73,257.77,132.28,24
Delhi,2020-10-28T07:30:00+05:30,1370,36.07,5.95,216.61,98.26,24
Delhi,2020-10-28T08:00:00+05:30,1300,31.48,9.74,212.95,102.59,24
Delhi,2020-10-28T08:45:00+05:30,1260,38.53,13.26,209.39,113.53,24
Delhi,2020-10-28T11:30:00+05:30,1260,16.24,56.14,351.99,212.31,24
Delhi,2020-10-28T12:00:00+05:30,1220,13.75,59.79,323.51,203.51,24
Delhi,2020-10-28T12:15:00+05:30,1200,13.66,62.16,300.17,211.28,24
Delhi,2020-10-28T12:45:00+05:30,1170,12.76,64.06,272.24,182.97,24
Delhi,2020-10-28T13:00:00+05:30,1150,14.66,68.71,269.59,178.18,24
Delhi,2020-10-28T13:30:00+05:30,1110,11.4,69.29,272.35,191.68,24
Delhi,2020-10-28T13:45:00+05:30,1090,9.42,68.22,251.12,173.75,24
Delhi,2020-10-28T14:00:00+05:30,1050,8.16,66.65,223.88,160.05,24
Delhi,2020-10-28T14:15:00+05:30,1050,12.15,76.23,209.13,129.4,24
Delhi,2020-10-28T14:45:00+05:30,1050,12.36,80.36,201.81,133.16,24
Delhi,2020-10-28T15:00:00+05:30,1030,10.59,77.38,220.22,150.17,24
Delhi,2020-10-28T15:45:00+05:30,1060,13.49,87.45,206.48,150.32,24
Delhi,2020-10-28T16:00:00+05:30,1050,13.03,83.68,235.32,153.82,24
Delhi,2020-10-28T16:45:00+05:30,1060,13.75,64.55,247.66,155.73,24
Delhi,2020-10-28T17:00:00+05:30,1050,14.22,55.99,237.78,166.55,24
Kolkata,2020-10-26T04:45:00+05:30,790,35,3.32,116.7,62.2,1.44
Kolkata,2020-10-26T05:15:00+05:30,730,24.4,3.53,116,62.1,0.7
Kolkata,2020-10-26T06:00:00+05:30,520,14.6,8.12,105.8,58.1,5.19
